Borough,Block,Lot,Address,ZIP Code,Final 18/19 Actual AV,Tax Class,Bldg. Class,RPIE Year,Status,X Coordinate,Y Coordinate,Latitude,Longitude,Community District,City Council District,Census Tract,BIN,BBL,NTA
Manhattan,591,34,18 BARROW STREET,10014,840150,4,K2,2017,Nonfiler,983421,206164,40.732549,-74.002991,102,1,73,1010190,1005910034,West Village
Manhattan,591,36,22 BARROW STREET,10014,107100,4,K1,2017,Nonfiler,983369,206140,40.732484,-74.003179,102,1,73,1010191,1005910036,West Village
Manhattan,591,62,55 GROVE STREET,10014,522000,4,O8,2017,Nonfiler,983278,206355,40.733074,-74.003507,102,1,73,1010205,1005910062,West Village
Manhattan,593,44,16 CHRISTOPHER STREET,10014,992250,2,C7,2017,Nonfiler,984100,206669,40.733936,-74.000541,102,1,71,1076824,1005930044,West Village
Manhattan,594,1301,505 GREENWICH STREET  #COM,10013,729000,4,RK,2017,Nonfiler,981710,203608,40.725534,-74.009164,102,1,37,1086554,1005947503,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,594,1601,304 SPRING STREET  #1E,10013,416518,4,RK,2017,Nonfiler,981990,203737,40.725888,-74.008154,102,1,37,1087493,1005947506,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,594,1602,304 SPRING STREET  #1W,10013,337682,4,RK,2017,Nonfiler,981990,203737,40.725888,-74.008154,102,1,37,1087493,1005947506,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,74,512 GREENWICH STREET,10013,162000,4,L9,2017,Nonfiler,981712,203662,40.725682,-74.009157,102,1,37,1010347,1005950074,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1008,490 GREENWICH STREET  #104,10013,333071,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1009,490 GREENWICH STREET  #201,10013,562583,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1010,490 GREENWICH STREET  #202,10013,508503,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1014,490 GREENWICH STREET  #402,10013,519861,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1015,490 GREENWICH STREET  #501,10013,610810,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1016,490 GREENWICH STREET  #502,10013,551233,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,595,1017,490 GREENWICH STREET  #601,10013,646200,4,RB,2017,Nonfiler,981683,203449,40.725097,-74.009261,102,1,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,597,37,533 GREENWICH STREET,10013,2182500,2,C5,2017,Nonfiler,981772,204089,40.726854,-74.00894,102,1,37,1010365,1005970037,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,597,1101,104 CHARLTON STREET  #1W,10014,628098,4,RK,2017,Nonfiler,981970,204290,40.727406,-74.008226,102,1,37,1010370,1005977502,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,601,12,152 LEROY STREET,10014,870750,4,G7,2017,Nonfiler,981566,205412,40.730485,-74.009684,102,1,69,1010387,1006010012,West Village
Manhattan,601,1001,421 HUDSON STREET  #COM1,10014,373500,4,RB,2017,Nonfiler,982340,205258,40.730063,-74.006891,102,1,69,1067116,1006017501,West Village
Manhattan,601,1186,29 CLARKSON STREET  #C-2,10014,102259,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1187,29 CLARKSON STREET  #C-3,10014,357881,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1188,29 CLARKSON STREET  #C-4,10014,293130,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1189,29 CLARKSON STREET  #C-5,10014,877973,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1190,29 CLARKSON STREET  #C-6,10014,847593,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1191,29 CLARKSON STREET  #C-7,10014,122694,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1192,29 CLARKSON STREET  #C-8,10014,299942,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1193,29 CLARKSON STREET  #C-9,10014,364697,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1194,29 CLARKSON STREET  #C-10,10014,1073996,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1195,29 CLARKSON STREET  #C-11,10014,156798,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1196,29 CLARKSON STREET  #C-12,10014,463842,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1197,29 CLARKSON STREET  #C-13,10014,265046,4,RK,2017,Nonfiler,982258,205061,40.729522,-74.007187,102,1,69,1067116,1006017501,West Village
Manhattan,601,1203,43 CLARKSON STREET  #1C/CC,10014,516164,4,RB,2017,Nonfiler,982064,205085,40.729588,-74.007887,102,1,69,1010392,1006017502,West Village
Manhattan,601,1205,43 CLARKSON STREET  #2B,10014,335776,4,RB,2017,Nonfiler,982064,205085,40.729588,-74.007887,102,1,69,1010392,1006017502,West Village
Manhattan,601,1206,43 CLARKSON STREET  #2C,10014,301547,4,RB,2017,Nonfiler,982064,205085,40.729588,-74.007887,102,1,69,1010392,1006017502,West Village
Manhattan,606,77,109 WEST 10 STREET,10011,219616,2B,S9,2017,Nonfiler,984488,206988,40.734811,-73.999141,102,1,71,1010557,1006060077,West Village
Manhattan,608,66,153 WEST 12 STREET,10011,589050,4,W9,2017,Nonfiler,984449,207663,40.736664,-73.999282,102,1,71,1010626,1006080066,West Village
Manhattan,608,1002,175 WEST 12 STREET  #COMMB,10011,876855,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Bronx,2516,7,1174 OGDEN AVENUE,10452,96750,4,G2,2017,Nonfiler,1004474,244323,40.837263,-73.926913,204,2,199,2003295,2025160007,Highbridge
Manhattan,608,1003,175 WEST 12 STREET  #COMMC,10011,304215,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Manhattan,608,1004,175 WEST 12 STREET  #COMMD,10011,318941,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Manhattan,608,1005,175 WEST 12 STREET  #COMME,10011,275263,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Manhattan,608,1006,175 WEST 12 STREET  #COMMF,10011,376839,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Manhattan,608,1007,175 WEST 12 STREET  #COMMG,10011,703144,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Manhattan,608,1008,175 WEST 12 STREET  #COMMH,10011,464178,4,RK,2017,Nonfiler,984326,207732,40.736853,-73.999726,102,1,71,1067315,1006087501,West Village
Manhattan,609,1001,116 WEST 14 STREET  #1,10011,1294650,4,RK,2017,Nonfiler,984916,208029,40.737668,-73.997597,102,1,71,1010640,1006097502,West Village
Manhattan,609,1201,147 WEST 13 STREET  #CF,10011,75901,2C,R8,2017,Nonfiler,984612,207876,40.737249,-73.998694,102,1,71,1010659,1006097501,West Village
Manhattan,611,69,139 WEST 10 STREET,10014,768150,4,K4,2017,Nonfiler,984084,206913,40.734605,-74.000599,102,1,71,1010854,1006110069,West Village
Manhattan,612,1101,25 CHARLES STREET  #COMM,10014,159300,4,RK,2017,Nonfiler,983654,207075,40.73505,-74.002151,102,1,73,1077827,1006127502,West Village
Manhattan,612,1201,259 WEST 4 STREET  #E,10014,91296,4,RK,2017,Nonfiler,983347,207164,40.735294,-74.003258,102,1,73,1010860,1006127503,West Village
Manhattan,614,42,247 WEST 11 STREET,10014,1610100,2,C7,2017,Nonfiler,983388,207512,40.736249,-74.00311,102,1,77,1010975,1006140042,West Village
Manhattan,614,1001,213 WEST 11 STREET  #COMM,10014,263463,2C,R8,2017,Nonfiler,983769,207588,40.736458,-74.001736,102,1,77,1010992,1006147501,West Village
Manhattan,616,36,21 JANE STREET,10014,802800,4,F9,2017,Nonfiler,983373,208202,40.738143,-74.003165,102,1,77,1080212,1006160036,West Village
Manhattan,619,7,514 HUDSON STREET,10014,2012400,2,C7,2017,Nonfiler,982499,206517,40.733518,-74.006318,102,1,73,1075681,1006190007,West Village
Manhattan,620,4,526 HUDSON STREET,10014,337793,2B,C7,2017,Nonfiler,982522,206703,40.734029,-74.006235,102,1,73,1011184,1006200004,West Village
Manhattan,623,38,296 WEST 4 STREET,10014,948600,2,C4,2017,Nonfiler,983232,207662,40.736661,-74.003673,102,1,77,1011352,1006230038,West Village
Manhattan,623,50,271 WEST 11 STREET,10014,1341900,2,C1,2017,Nonfiler,983050,207449,40.736076,-74.00433,102,1,77,1011363,1006230050,West Village
Manhattan,623,51,273 WEST 11 STREET,10014,1369800,4,H8,2017,Nonfiler,983031,207446,40.736068,-74.004399,102,1,77,1080220,1006230051,West Village
Manhattan,626,25,632 HUDSON STREET,10014,811350,4,K4,2017,Nonfiler,982720,208339,40.738519,-74.005521,102,1,77,1011650,1006260025,West Village
Manhattan,627,1001,637 HUDSON STREET  #COMM,10014,289471,2C,R8,2017,Nonfiler,982728,208461,40.738854,-74.005492,102,1,79,1011680,1006277501,West Village
Manhattan,630,1103,513 HUDSON STREET  #PROFA,10014,88546,4,RB,2017,Nonfiler,982493,206518,40.733521,-74.00634,102,1,75,1011736,1006307502,West Village
Manhattan,630,1104,513 HUDSON STREET  #PROFB,10014,188180,4,RB,2017,Nonfiler,982493,206518,40.733521,-74.00634,102,1,75,1011736,1006307502,West Village
Manhattan,631,1101,677 WASHINGTON STREET  #COMM,10014,2614050,4,RK,2017,Nonfiler,981893,206622,40.733806,-74.008505,102,1,75,1011761,1006317502,West Village
Manhattan,633,31,137 PERRY STREET,10014,407250,4,G8,2017,Nonfiler,982102,207025,40.734912,-74.007751,102,1,75,1011866,1006330031,West Village
Manhattan,633,37,703 WASHINGTON STREET,10014,742995,4,K9,2017,Nonfiler,981917,207019,40.734896,-74.008418,102,1,75,1011870,1006330037,West Village
Manhattan,633,46,749 GREENWICH STREET,10014,2111850,4,K4,2017,Nonfiler,982357,207260,40.735558,-74.006831,102,1,75,1078283,1006330046,West Village
Manhattan,635,8,747 WASHINGTON STREET,10014,220500,4,G1,2017,Nonfiler,981960,207670,40.736683,-74.008263,102,1,79,1075682,1006350008,West Village
Queens,5042,1038,133-36 41 ROAD  #2H,11355,56314,4,RB,2017,Nonfiler,,,,,,,,,,
Manhattan,637,1502,360 WEST 11 STREET  #COM,10014,184658,2C,R8,2017,Nonfiler,981717,207202,40.735398,-74.00914,102,1,75,1087671,1006377507,West Village
Manhattan,637,1601,163 CHARLES STREET  #C,10014,241411,2C,R8,2017,Nonfiler,981650,206679,40.733963,-74.009382,102,1,75,1087712,1006377506,West Village
Manhattan,642,70,85 JANE STREET,10014,1103850,4,L9,2017,Nonfiler,982186,208205,40.738151,-74.007448,102,1,79,1012151,1006420070,West Village
Manhattan,642,72,89 JANE STREET,10014,975150,4,K1,2017,Nonfiler,982136,208205,40.738151,-74.007628,102,1,79,1012152,1006420072,West Village
Manhattan,646,18,440 WEST 14 STREET,10014,4744800,4,K3,2017,Nonfiler,982251,209505,40.74172,-74.007214,102,1,79,1012227,1006460018,West Village
Manhattan,688,1001,109 10 AVENUE  #NO.1,10011,53987850,4,RB,2017,Nonfiler,982331,210308,40.743924,-74.006925,104,1,99,1012278,1006887501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,690,1101,524 WEST 19 STREET  #CU,10011,425099,2C,R8,2017,Nonfiler,982338,210926,40.74562,-74.0069,104,1,99,1088203,1006907502,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,692,11,537 WEST 20 STREET,10011,3528450,4,O5,2017,Nonfiler,982379,211189,40.746342,-74.006752,104,1,99,1012293,1006920011,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,693,31,185 10 AVENUE,10011,1535400,4,M1,2017,Nonfiler,982851,211246,40.746498,-74.005049,104,1,99,1012311,1006930031,Hudson Yards-Chelsea-Flatiron-Union Square
Bronx,2700,33,1074 HALL PLACE,10459,255600,4,P9,2017,Nonfiler,1012609,240002,40.82538,-73.897532,202,2,131,2005404,2027000033,Longwood
Manhattan,693,34,191 10 AVENUE,10011,1456650,4,W2,2017,Nonfiler,982884,211306,40.746663,-74.00493,104,1,99,1012312,1006930034,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,693,36,195 10 AVENUE,10011,573643,2B,C7,2017,Nonfiler,982906,211345,40.74677,-74.00485,104,1,99,1012313,1006930036,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,693,46,522 WEST 22 STREET,10011,1287450,4,K1,2017,Nonfiler,982644,211608,40.747492,-74.005796,104,1,99,1012315,1006930046,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,693,48,526 WEST 22 STREET,10011,1078650,4,K2,2017,Nonfiler,982625,211618,40.747519,-74.005865,104,1,99,1012316,1006930048,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,693,1145,555 WEST 21 STREET  #  RET,10011,3042450,4,RK,2017,Nonfiler,,,,,,,,,,
Manhattan,693,1146,551 WEST 21 STREET  #  GAR,10011,895572,4,RG,2017,Nonfiler,,,,,,,,,,
Manhattan,694,1,162 11 AVENUE,10011,777600,4,K9,2017,Nonfiler,982205,211904,40.748304,-74.007381,104,1,99,1012320,1006940001,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,2,164 11 AVENUE,10011,328500,4,J5,2017,Nonfiler,982215,211919,40.748345,-74.007344,104,1,99,1012321,1006940002,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,14,533 WEST 22 STREET,10011,5039100,4,K4,2017,Nonfiler,982660,211606,40.747486,-74.005738,104,1,99,1012326,1006940014,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,65,170 11 AVENUE,10011,2230200,4,E7,2017,Nonfiler,982244,211966,40.748474,-74.00724,104,1,99,1012340,1006940065,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,1001,525 WEST 22 STREET  #COMM1,10011,1571719,4,RK,2017,Nonfiler,982678,211596,40.747459,-74.005673,104,1,99,1012329,1006947501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,1002,525 WEST 22 STREET  #COMM2,10011,935341,4,RK,2017,Nonfiler,982678,211596,40.747459,-74.005673,104,1,99,1012329,1006947501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,1003,525 WEST 22 STREET  #COMM3,10011,947645,4,RK,2017,Nonfiler,982678,211596,40.747459,-74.005673,104,1,99,1012329,1006947501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,694,1004,525 WEST 22 STREET  #COMM4,10011,1506996,4,RK,2017,Nonfiler,982678,211596,40.747459,-74.005673,104,1,99,1012329,1006947501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,47,514 WEST 24 STREET,10011,2313000,2,D6,2017,Nonfiler,982968,212064,40.748743,-74.004627,104,1,99,1080304,1006950047,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1001,227 10 AVENUE  #COMMA,10011,123201,2C,R8,2017,Nonfiler,983155,211794,40.748002,-74.003952,104,1,99,1012355,1006957501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1203,521 WEST 23 STREET  #3FL-F,10011,273573,4,RK,2017,Nonfiler,982813,211840,40.748129,-74.005186,104,1,99,1012349,1006957502,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1205,521 WEST 23 STREET  #4FL,10011,656538,4,RK,2017,Nonfiler,982813,211840,40.748129,-74.005186,104,1,99,1012349,1006957502,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1208,521 WEST 23 STREET  #6FL-R,10011,328245,4,RK,2017,Nonfiler,982813,211840,40.748129,-74.005186,104,1,99,1012349,1006957502,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1301,555 WEST 23 STREET  #C1,10011,3353400,4,RK,2017,Nonfiler,982633,211939,40.7484,-74.005836,104,1,99,1012345,1006957503,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1302,555 WEST 23 STREET  #C2,10011,1323000,4,RG,2017,Nonfiler,982633,211939,40.7484,-74.005836,104,1,99,1012345,1006957503,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,1701,231 10 AVENUE  #1A,10011,805500,4,RK,2017,Nonfiler,983189,211857,40.748175,-74.003829,104,1,99,1083568,1006957504,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,695,2101,556 WEST 24 STREET  #NON-R,10011,767560,2C,R8,2017,Nonfiler,982752,212184,40.749073,-74.005406,104,1,99,1000000,1006957509,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,696,40,508 WEST 25 STREET,10001,1744200,4,K1,2017,Nonfiler,983102,212285,40.74935,-74.004143,104,1,99,1000000,1006900040,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,31,259 10 AVENUE,10001,15721200,4,W3,2017,Nonfiler,983368,212181,40.749065,-74.003183,104,1,99,1012384,1006970031,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,56,536 WEST 26 STREET,10001,1816200,4,O6,2017,Nonfiler,983093,212583,40.750168,-74.004176,104,1,99,1012387,1006970056,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,1007,543 WEST 25 STREET  #7,10001,550078,4,RK,2017,Nonfiler,982944,212380,40.749611,-74.004714,104,1,99,1087496,1006977501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,1011,543 WEST 25 STREET  #11,10001,502889,4,RK,2017,Nonfiler,982944,212380,40.749611,-74.004714,104,1,99,1087496,1006977501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,1012,543 WEST 25 STREET  #12,10001,517862,4,RK,2017,Nonfiler,982944,212380,40.749611,-74.004714,104,1,99,1087496,1006977501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,1013,543 WEST 25 STREET  #14,10001,532800,4,RK,2017,Nonfiler,982944,212380,40.749611,-74.004714,104,1,99,1087496,1006977501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,697,1020,543 WEST 25 STREET  #PH1,10001,697316,4,RK,2017,Nonfiler,982944,212380,40.749611,-74.004714,104,1,99,1087496,1006977501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,37,289 10 AVENUE,10001,963900,4,K2,2017,Nonfiler,983543,212495,40.749927,-74.002552,104,1,99,1012393,1006980037,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1019,520 WEST 27 STREET  #101,10001,322230,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1022,520 WEST 27 STREET  #301,10001,255395,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,803,1003,315 7 AVENUE  #COM3,10001,235230,4,RK,2017,Nonfiler,986063,211460,40.747086,-73.993457,105,1,95,1015096,1008037501,Midtown-Midtown South
Manhattan,698,1023,520 WEST 27 STREET  #302,10001,139031,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1024,520 WEST 27 STREET  #303,10001,272526,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1025,520 WEST 27 STREET  #401,10001,137807,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1030,520 WEST 27 STREET  #602,10001,175973,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1032,520 WEST 27 STREET  #702,10001,230980,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1038,520 WEST 27 STREET  #1001,10001,230980,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1039,520 WEST 27 STREET  #1002,10001,230980,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,698,1040,520 WEST 27 STREET  #1101,10001,337322,4,RB,2017,Nonfiler,983290,212768,40.750676,-74.003465,104,1,99,1012397,1006987501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,699,49,526 WEST 28 STREET,10001,7287300,2,D7,2017,Nonfiler,983379,213014,40.751351,-74.003144,104,1,99,1012416,1006990049,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,700,1004,522 WEST 29 STREET  # COMM,10001,287514,4,R5,2017,Nonfiler,,,,,,,,,,
Manhattan,701,28,515 WEST 29 STREET,10001,4455900,2,D6,2017,Nonfiler,983570,213209,40.751886,-74.002454,104,1,99,1012444,1007010028,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,709,7,549 WEST 37 STREET,10018,1297800,4,G9,2017,Nonfiler,984335,215190,40.757324,-73.999693,104,1,99,1012503,1007090007,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,715,1,457 WEST 17 STREET,10011,1964700,2,C7,2017,Nonfiler,982580,210242,40.743742,-74.006027,104,1,83,1012545,1007150001,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,871,14,117 EAST 15 STREET,10003,515382,2B,C7,2017,Nonfiler,987372,207006,40.73486,-73.988735,105,1,50,1017792,1008710014,Gramercy
Manhattan,715,5,453 WEST 17 STREET,10011,2500650,4,O5,2017,Nonfiler,982595,210233,40.743718,-74.005973,104,1,83,1012548,1007150005,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,715,7,447 WEST 17 STREET,10011,2296350,4,K1,2017,Nonfiler,982619,210220,40.743682,-74.005886,104,1,83,1012549,1007150007,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,715,60,456 WEST 18 STREET,10011,2669400,4,K1,2017,Nonfiler,982774,210406,40.744193,-74.005327,104,1,83,1012551,1007150060,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,715,63,128 10 AVENUE,10011,835650,4,K2,2017,Nonfiler,982466,210538,40.744555,-74.006438,104,1,83,1012552,1007150063,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,717,5,459 WEST 19 STREET,10011,2056950,4,K1,2017,Nonfiler,982879,210632,40.744813,-74.004948,104,1,89,1012571,1007170005,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,717,7,455 WEST 19 STREET,10011,1296450,2,D6,2017,Nonfiler,982899,210621,40.744783,-74.004876,104,1,89,1012572,1007170007,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,718,99,417 WEST 20 STREET,10011,834750,4,W7,2017,Nonfiler,983297,210680,40.744945,-74.003439,104,1,89,1083576,1007180099,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,719,66,442 WEST 22 STREET,10011,567450,2,C5,2017,Nonfiler,983366,211209,40.746397,-74.00319,104,1,89,1012652,1007190066,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,720,1002,420 WEST 23 STREET  #A,10011,511700,4,RB,2017,Nonfiler,983651,211369,40.746836,-74.002162,104,1,93,1012691,1007207501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,720,1006,420 WEST 23 STREET  #A,10011,204808,4,RB,2017,Nonfiler,983651,211369,40.746836,-74.002162,104,1,93,1012691,1007207501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,720,1007,420 WEST 23 STREET  #A,10011,208425,4,RB,2017,Nonfiler,983651,211369,40.746836,-74.002162,104,1,93,1012691,1007207501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,721,1003,465 WEST 23 STREET  #17,10011,191520,4,RK,2017,Nonfiler,983406,211511,40.747226,-74.003046,104,1,93,1067979,1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,721,1057,405 WEST 23 STREET  #4A,10011,929547,4,RK,2017,Nonfiler,983744,211324,40.746712,-74.001826,104,1,93,1077236,1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,721,1066,215 9 AVENUE  #5A,10011,724968,4,RK,2017,Nonfiler,983899,211279,40.746589,-74.001267,104,1,93,1077236,1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,721,1069,215 9 AVENUE  #5B,10011,204771,4,RK,2017,Nonfiler,983899,211279,40.746589,-74.001267,104,1,93,1077236,1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,722,3,246 10 AVENUE,10001,986354,2B,C7,2017,Nonfiler,983271,211995,40.748554,-74.003533,104,1,93,1012782,1007220003,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,722,4,248 10 AVENUE,10001,907778,2B,C7,2017,Nonfiler,983282,212015,40.748609,-74.003494,104,1,93,1012783,1007220004,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,728,1,354 10 AVENUE,10001,4764150,4,G7,2017,Nonfiler,984054,213402,40.752416,-74.000707,104,1,103,1000000,1007280001,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,731,70,446 WEST 34 STREET,10001,853650,4,O2,2017,Nonfiler,984807,214011,40.754088,-73.99799,104,1,103,1012855,1007310070,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,732,69,460 WEST 35 STREET,10001,426600,4,O2,2017,Nonfiler,984795,214336,40.75498,-73.998033,104,1,111,1012861,1007320069,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,842,1105,15 UNION SQUARE WEST  #COM E,10003,82350,4,RK,2017,Nonfiler,,,,,,,,,,
Manhattan,733,45,412 WEST 36 STREET,10018,1358550,2,C1,2017,Nonfiler,985408,214294,40.754864,-73.99582,104,1,111,1078473,1007330045,Hudson Yards-Chelsea-Flatiron-Union Square
Manhattan,738,1338,345 WEST 14 STREET  #COM A,10014,1064006,4,RK,2017,Nonfiler,,,,,,,,,,
Manhattan,738,1339,345 WEST 14 STREET  #COM B,10014,1027143,4,RK,2017,Nonfiler,,,,,,,,,,
