Borough,Block,Lot,Address,ZIP Code,Final 18/19 Actual AV,Tax Class,Bldg. Class,RPIE Year,Status,X Coordinate,Y Coordinate,Latitude,Longitude,Community District,City Council District,Census Tract,BIN,BBL,NTA
Brooklyn,2997,16,48 KNICKERBOCKER AVENUE,11237,45450,Z9,4,2017,Nonfiler,1003364,196747,40.706681,-73.931059,301,3,453,3000000,3029970016,Bushwick North
Brooklyn,2998,1,KNICKERBOCKER AVENUE,0,118800,G7,4,2017,Nonfiler,,,,,,,,,,
Brooklyn,2998,34,97 HARRISON PLACE,11237,830700,F4,4,2017,Nonfiler,1003798,196772,40.706749,-73.929494,301,3,453,3070649,3029980034,Bushwick North
Brooklyn,2998,54,55 HARRISON PLACE  #6,11237,71100,G7,4,2017,Nonfiler,1003529,196715,40.706593,-73.930464,301,3,453,3070652,3029980054,Bushwick North
Brooklyn,3003,3,54 MORGAN AVENUE,11237,52200,Z9,4,2017,Nonfiler,1003175,196442,40.705845,-73.931742,301,3,453,3070659,3030030003,Bushwick North
Brooklyn,3003,4,56 MORGAN AVENUE,11237,52200,Z9,4,2017,Nonfiler,1003172,196457,40.705886,-73.931753,301,3,453,3000000,3030030004,Bushwick North
Brooklyn,3003,5,58 MORGAN AVENUE,11237,52200,Z9,4,2017,Nonfiler,1003169,196472,40.705927,-73.931763,301,3,453,3000000,3030030005,Bushwick North
Brooklyn,3003,7,62 MORGAN AVENUE,11237,215100,F9,4,2017,Nonfiler,1003162,196502,40.706009,-73.931789,301,3,453,3000000,3030030007,Bushwick North
Brooklyn,3003,8,64 MORGAN AVENUE,11237,87300,F9,4,2017,Nonfiler,1003159,196517,40.706051,-73.931799,301,3,453,3000000,3030030008,Bushwick North
Brooklyn,3008,10,48 GRATTAN STREET,11237,351000,E1,4,2017,Nonfiler,1003330,196401,40.705732,-73.931183,301,3,453,3251799,3030080010,Bushwick North
Brooklyn,3008,15,58 GRATTAN STREET,11237,85500,G7,4,2017,Nonfiler,1003414,196419,40.705781,-73.93088,301,3,453,3070690,3030080015,Bushwick North
Brooklyn,3008,16,60 GRATTAN STREET,11237,373050,F5,4,2017,Nonfiler,1003431,196422,40.705789,-73.930819,301,3,453,3415950,3030080016,Bushwick North
Brooklyn,3009,12,88 GRATTAN STREET,11237,322200,G9,4,2017,Nonfiler,1003781,196497,40.705994,-73.929556,301,3,453,3251804,3030090012,Bushwick North
Brooklyn,3009,23,34 PORTER AVENUE,11237,104850,F4,4,2017,Nonfiler,1004103,196479,40.705944,-73.928395,301,3,453,3400399,3030090023,Bushwick North
Brooklyn,3009,33,95 THAMES STREET,11237,329400,F4,4,2017,Nonfiler,1003934,196269,40.705368,-73.929005,301,3,453,3325728,3030090025,Bushwick North
Brooklyn,3010,1,117 THAMES STREET,11237,138150,Z9,4,2017,Nonfiler,1004209,196329,40.705532,-73.928013,301,3,453,3000000,3030100001,Bushwick North
Brooklyn,3010,37,121 THAMES STREET,11237,61650,Z9,4,2017,Nonfiler,1004251,196338,40.705557,-73.927861,301,3,453,3070720,3030100037,Bushwick North
Brooklyn,3012,24,1047 FLUSHING AVENUE  #6,11237,67765,S9,2B,2017,Nonfiler,1003517,195782,40.704032,-73.93051,301,3,453,3070729,3030120024,Bushwick North
Brooklyn,3012,27,1041 FLUSHING AVENUE,11237,79650,G7,4,2017,Nonfiler,1003464,195755,40.703958,-73.930702,301,3,453,3393775,3030120027,Bushwick North
Brooklyn,3015,8,1119 FLUSHING AVENUE,11237,154800,Z9,4,2017,Nonfiler,1004380,196226,40.705249,-73.927396,301,3,453,3396998,3030150008,Bushwick North
Brooklyn,3015,10,1127 FLUSHING AVENUE,11237,333000,G5,4,2017,Nonfiler,1004430,196251,40.705318,-73.927216,301,3,453,3070756,3030150010,Bushwick North
Brooklyn,3019,13,932 GRAND STREET,11211,211950,F5,4,2017,Nonfiler,1001750,198998,40.712863,-73.936875,301,3,485,3070758,3030190013,Bushwick South
Brooklyn,3019,18,944 GRAND STREET,11211,195750,G1,4,2017,Nonfiler,1001821,199021,40.712926,-73.936619,301,3,485,3070759,3030190018,Bushwick South
Brooklyn,3019,20,950 GRAND STREET,11211,248850,G9,4,2017,Nonfiler,1001856,199032,40.712956,-73.936492,301,3,485,3070760,3030190020,Bushwick South
Brooklyn,3019,67,MAUJER STREET,0,70200,G7,4,2017,Nonfiler,,,,,,,,,,
Brooklyn,3019,68,327 MAUJER STREET,11206,54900,G7,4,2017,Nonfiler,1001851,198765,40.712224,-73.936511,301,3,485,3000000,3030190068,Bushwick South
Brooklyn,3019,73,315 MAUJER STREET,11206,62550,G7,4,2017,Nonfiler,1001757,198732,40.712133,-73.93685,301,3,485,3070772,3030190073,Bushwick South
Brooklyn,3019,76,311 MAUJER STREET,11206,86850,G7,4,2017,Nonfiler,1001726,198721,40.712103,-73.936962,301,3,485,3070773,3030190076,Bushwick South
Brooklyn,3019,79,303 MAUJER STREET,11206,199800,E1,4,2017,Nonfiler,1001664,198698,40.71204,-73.937186,301,3,485,3070774,3030190079,Bushwick South
Brooklyn,3019,81,301 MAUJER STREET,11206,80550,E1,4,2017,Nonfiler,1001648,198693,40.712026,-73.937244,301,3,485,3400408,3030190081,Bushwick South
Brooklyn,3021,11,294 MAUJER STREET,11206,183600,Z9,4,2017,Nonfiler,1001676,198696,40.712034,-73.937143,301,3,485,3400409,3030210011,Bushwick South
Brooklyn,3021,20,312 MAUJER STREET,11206,180900,E1,4,2017,Nonfiler,1001835,198753,40.712191,-73.936569,301,3,485,3255186,3030210020,Bushwick South
Brooklyn,3021,30,332 MAUJER STREET,11206,43650,G7,4,2017,Nonfiler,1002011,198816,40.712363,-73.935934,301,3,485,3070788,3030210030,Bushwick South
Brooklyn,3021,31,336 MAUJER STREET,11206,170550,F5,4,2017,Nonfiler,1002046,198829,40.712399,-73.935808,301,3,485,3258608,3030210131,Bushwick South
Brooklyn,3021,131,338 MAUJER STREET,11206,191250,E1,4,2017,Nonfiler,1002063,198835,40.712415,-73.935746,301,3,485,3258608,3030210131,Bushwick South
Brooklyn,3021,132,342 MAUJER STREET,11206,170550,F5,4,2017,Nonfiler,1002099,198848,40.712451,-73.935616,301,3,485,3258609,3030210132,Bushwick South
Brooklyn,3023,20,74 TEN EYCK STREET,11206,101700,G1,4,2017,Nonfiler,998791,197890,40.709827,-73.947551,301,3,511,3070812,3030230020,East Williamsburg
Brooklyn,3023,36,75 STAGG STREET,11206,79650,F4,4,2017,Nonfiler,998799,197633,40.709122,-73.947523,301,3,511,3070820,3030230036,East Williamsburg
Brooklyn,3029,13,314 TEN EYCK STREET,11206,272250,E1,4,2017,Nonfiler,1001727,198454,40.71137,-73.936959,301,3,485,3070829,3030290013,Bushwick South
Brooklyn,3029,16,318 TEN EYCK STREET,11206,252450,E1,4,2017,Nonfiler,1001757,198465,40.7114,-73.936851,301,3,485,3070830,3030290016,Bushwick South
Brooklyn,3029,27,342 TEN EYCK STREET,11206,367200,F5,4,2017,Nonfiler,1001939,198530,40.711578,-73.936194,301,3,485,3070833,3030290027,Bushwick South
Brooklyn,3030,17,34 MEADOW STREET,11206,468450,E9,4,2017,Nonfiler,1001992,198242,40.710788,-73.936004,301,3,485,,,Bushwick South
Brooklyn,3031,10,12 STAGG STREET,11206,462600,C1,2,2017,Nonfiler,998092,197537,40.70886,-73.950073,301,3,511,3327896,3030310010,East Williamsburg
Brooklyn,3032,13,66 STAGG STREET,11206,100350,E9,4,2017,Nonfiler,998761,197622,40.709092,-73.94766,301,3,511,3070866,3030320013,East Williamsburg
Brooklyn,3037,22,260 STAGG STREET,11206,99450,M1,4,2017,Nonfiler,1001244,197936,40.709949,-73.938703,301,3,485,3070885,3030370022,Bushwick South
Brooklyn,3038,1,292 STAGG STREET,11206,822600,F9,4,2017,Nonfiler,1001743,197997,40.710116,-73.936903,301,3,485,3325780,3030380001,Bushwick South
Brooklyn,3038,17,324 STAGG STREET,11206,85050,E1,4,2017,Nonfiler,1002017,198031,40.710209,-73.935914,301,3,485,3319547,3030380017,Bushwick South
Brooklyn,3038,30,311 SCHOLES STREET,11206,369000,F5,4,2017,Nonfiler,1002044,197779,40.709517,-73.935818,301,3,485,3070903,3030380030,Bushwick South
Brooklyn,3038,35,299 SCHOLES STREET,11206,399600,G9,4,2017,Nonfiler,1001931,197764,40.709476,-73.936225,301,3,485,3070905,3030380035,Bushwick South
Brooklyn,3040,34,41 MESEROLE STREET,11206,45450,Z9,4,2017,Nonfiler,998434,197062,40.707555,-73.94884,301,3,511,3400425,3030400034,East Williamsburg
Brooklyn,3040,35,37 MESEROLE STREET,11206,285750,E1,4,2017,Nonfiler,998397,197057,40.707542,-73.948974,301,3,511,3070938,3030400035,East Williamsburg
Brooklyn,3040,1101,42 SCHOLES STREET  #1A,11206,91518,R8,2C,2017,Nonfiler,998424,197317,40.708255,-73.948876,301,3,511,3391273,3030407502,East Williamsburg
Brooklyn,3041,11,68 SCHOLES STREET,11206,100800,G7,4,2017,Nonfiler,998822,197367,40.708392,-73.94744,301,3,511,3000000,3030410011,East Williamsburg
Brooklyn,3041,12,70 SCHOLES STREET,11206,100800,G7,4,2017,Nonfiler,998842,197370,40.7084,-73.947368,301,3,511,3000000,3030410012,East Williamsburg
Brooklyn,3041,15,139 LEONARD STREET,11206,42750,Z9,4,2017,Nonfiler,999015,197333,40.708298,-73.946744,301,3,511,,,East Williamsburg
Brooklyn,3041,16,137 LEONARD STREET,11206,42750,Z9,4,2017,Nonfiler,999018,197310,40.708235,-73.946733,301,3,511,3070946,3030410016,East Williamsburg
Brooklyn,3041,23,MESEROLE STREET,11206,126450,G7,4,2017,Nonfiler,,,,,,,,,,
Brooklyn,3041,25,MESEROLE STREET,11206,126450,G7,4,2017,Nonfiler,,,,,,,,,,
Brooklyn,3042,27,97 MESEROLE STREET,11206,100800,G7,4,2017,Nonfiler,999247,197164,40.707834,-73.945908,301,3,505,3000000,3030420027,East Williamsburg
Brooklyn,3043,8,166 MANHATTAN AVENUE,11206,70370,S9,2B,2017,Nonfiler,999472,197413,40.708517,-73.945096,301,3,505,3327922,3030430008,East Williamsburg
Brooklyn,3043,25,181 GRAHAM AVENUE,11206,69022,S9,2B,2017,Nonfiler,999950,197335,40.708302,-73.943372,301,3,505,3070980,3030430025,East Williamsburg
Brooklyn,3043,26,179 GRAHAM AVENUE,11206,86008,S9,2B,2017,Nonfiler,999953,197312,40.708239,-73.943361,301,3,505,3070981,3030430026,East Williamsburg
Brooklyn,3044,35,155 MESEROLE STREET,11206,617400,D6,2,2017,Nonfiler,1000077,197268,40.708118,-73.942914,301,3,493,3071003,3030440035,Bushwick South
Brooklyn,3045,8,200 SCHOLES STREET,11206,224100,C1,2,2017,Nonfiler,1000572,197588,40.708995,-73.941128,301,3,493,3327927,3030450008,Bushwick South
Brooklyn,3045,19,206 BUSHWICK AVENUE,11206,60768,C4,2B,2017,Nonfiler,1000878,197488,40.70872,-73.940024,301,3,493,3071015,3030450019,Bushwick South
Brooklyn,3045,20,213 MESEROLE STREET,11206,262350,M9,4,2017,Nonfiler,1000806,197360,40.708369,-73.940284,301,3,493,3071016,3030450020,Bushwick South
Brooklyn,3046,22,254 SCHOLES STREET,11206,563400,G9,4,2017,Nonfiler,1001294,197678,40.709241,-73.938523,301,3,485,3071026,3030460022,Bushwick South
Brooklyn,3046,24,258 SCHOLES STREET,11206,307800,G9,4,2017,Nonfiler,1001330,197682,40.709252,-73.938393,301,3,485,3071027,3030460024,Bushwick South
Brooklyn,3046,26,262 SCHOLES STREET,11206,79650,G1,4,2017,Nonfiler,1001366,197687,40.709266,-73.938263,301,3,485,3071028,3030460026,Bushwick South
Brooklyn,3046,27,264 SCHOLES STREET,11206,60750,G7,4,2017,Nonfiler,1001385,197689,40.709271,-73.938195,301,3,485,3000000,3030460027,Bushwick South
Brooklyn,3046,35,280 SCHOLES STREET,11206,466650,K1,4,2017,Nonfiler,1001529,197707,40.70932,-73.937675,301,3,485,3350278,3030460035,Bushwick South
Brooklyn,3046,38,273 MESEROLE STREET,11206,367200,E1,4,2017,Nonfiler,1001624,197463,40.70865,-73.937333,301,3,485,3071032,3030460038,Bushwick South
Brooklyn,3046,47,257 MESEROLE STREET,11206,46800,G7,4,2017,Nonfiler,1001461,197443,40.708596,-73.937921,301,3,485,3000000,3030460047,Bushwick South
Brooklyn,3046,49,253 MESEROLE STREET,11206,46800,G7,4,2017,Nonfiler,1001420,197437,40.708579,-73.938069,301,3,485,3000000,3030460049,Bushwick South
Brooklyn,3048,7,338 SCHOLES STREET,11206,288000,E9,4,2017,Nonfiler,1002405,197839,40.709681,-73.934515,301,3,485,3071037,3030480007,Bushwick South
Brooklyn,3049,9,10 MESEROLE STREET,11206,48600,G2,4,2017,Nonfiler,998131,197019,40.707438,-73.949933,301,3,511,3319548,3030490009,East Williamsburg
Brooklyn,5854,9,6733 3 AVENUE,11220,157194,S9,2A,2017,Nonfiler,977175,171378,40.637067,-74.025492,310,3,68,3144643,3058540009,Bay Ridge
Brooklyn,3049,14,20 MESEROLE STREET,11206,263700,E1,4,2017,Nonfiler,998221,197030,40.707468,-73.949609,301,3,511,3071045,3030490014,East Williamsburg
Brooklyn,3050,1,51 MONTROSE AVENUE,11206,1064250,D7,2,2017,Nonfiler,998702,196820,40.706891,-73.947874,301,3,511,3071062,3030500001,East Williamsburg
Brooklyn,3050,5,346 LORIMER STREET,11206,149850,E9,4,2017,Nonfiler,998600,196951,40.70725,-73.948242,301,3,511,3071064,3030500005,East Williamsburg
Brooklyn,3050,8,56 MESEROLE STREET,11206,942300,E9,4,2017,Nonfiler,998692,197088,40.707626,-73.94791,301,3,511,3325816,3030500008,East Williamsburg
Brooklyn,3050,39,53 MONTROSE AVENUE,11206,75296,C4,2B,2017,Nonfiler,998723,196823,40.706899,-73.947798,301,3,511,3071077,3030500039,East Williamsburg
Brooklyn,3051,24,107 MONTROSE AVENUE,11206,85950,M1,4,2017,Nonfiler,999380,196906,40.707126,-73.945429,301,3,505,3071094,3030510024,East Williamsburg
Brooklyn,3051,25,105 MONTROSE AVENUE,11206,193050,M1,4,2017,Nonfiler,999360,196904,40.70712,-73.945501,301,3,505,3071095,3030510025,East Williamsburg
Brooklyn,3052,26,159 GRAHAM AVENUE  #6,11206,84418,S9,2B,2017,Nonfiler,999989,197023,40.707446,-73.943232,301,3,505,3071122,3030520026,East Williamsburg
Brooklyn,3053,2,170 GRAHAM AVENUE,11206,65559,C5,2B,2017,Nonfiler,999992,197050,40.70752,-73.943221,301,3,493,3327942,3030530002,Bushwick South
Brooklyn,3054,19,220 BUSHWICK AVENUE,11206,74311,C7,2B,2017,Nonfiler,1000901,197304,40.708215,-73.939942,301,3,493,3071160,3030540019,Bushwick South
Brooklyn,3055,2,225 BUSHWICK AVENUE,11206,61224,C7,2B,2017,Nonfiler,1000911,197277,40.708141,-73.939906,301,3,493,3071172,3030550002,Bushwick South
Brooklyn,3056,14,310 MESEROLE STREET,11206,1657800,E9,4,2017,Nonfiler,1001998,197505,40.708765,-73.935984,301,3,485,3071188,3030560014,Bushwick South
Brooklyn,3056,176,405 JOHNSON AVENUE,11206,659700,E9,4,2017,Nonfiler,1002843,197101,40.707654,-73.932938,301,3,485,3340925,3030560176,Bushwick South
Brooklyn,3056,184,377 JOHNSON AVENUE,11206,355950,F1,4,2017,Nonfiler,1002652,197060,40.707542,-73.933627,301,3,485,3388056,3030560184,Bushwick South
Brooklyn,3056,185,375 JOHNSON AVENUE,11206,47700,Z9,4,2017,Nonfiler,1002638,197057,40.707534,-73.933677,301,3,485,3000000,3030560185,Bushwick South
Brooklyn,3056,186,132 BOGART STREET,11206,49500,Z9,4,2017,Nonfiler,1002505,197229,40.708006,-73.934156,301,3,485,3388057,3030560188,Bushwick South
Brooklyn,3056,187,132 BOGART STREET,11206,49500,Z9,4,2017,Nonfiler,1002505,197229,40.708006,-73.934156,301,3,485,3388057,3030560188,Bushwick South
Brooklyn,3056,188,132 BOGART STREET,11206,439200,F1,4,2017,Nonfiler,1002505,197229,40.708006,-73.934156,301,3,485,3388057,3030560188,Bushwick South
Brooklyn,3062,12,172 MONTROSE AVENUE,11206,589950,E1,4,2017,Nonfiler,1000188,197004,40.707393,-73.942514,301,3,493,3071218,3030620012,Bushwick South
Brooklyn,3062,27,205 JOHNSON AVENUE,11206,56277,C7,2B,2017,Nonfiler,1000407,196765,40.706737,-73.941725,301,3,493,3071226,3030620027,Bushwick South
Brooklyn,3062,36,187 JOHNSON AVENUE,11206,55350,Z9,4,2017,Nonfiler,1000223,196741,40.706671,-73.942388,301,3,493,,,Bushwick South
Brooklyn,3063,30,221 JOHNSON AVENUE,11206,310950,F4,4,2017,Nonfiler,1000683,196799,40.70683,-73.940729,301,3,493,3071250,3030630030,Bushwick South
Brooklyn,3063,32,215 JOHNSON AVENUE,11206,100800,G7,4,2017,Nonfiler,1000625,196792,40.70681,-73.940938,301,3,493,3000000,3030630032,Bushwick South
Brooklyn,3071,7,164 JOHNSON AVENUE,11206,91588,S9,2B,2017,Nonfiler,1000101,196720,40.706614,-73.942828,301,3,493,3338421,3030710007,Bushwick South
Brooklyn,3073,17,213 BOERUM STREET,11206,584100,C7,2,2017,Nonfiler,1001047,196584,40.706239,-73.939417,301,3,493,3327968,3030730017,Bushwick South
Brooklyn,3073,32,256 JOHNSON AVENUE,11206,91350,F4,4,2017,Nonfiler,1001427,196887,40.70707,-73.938045,301,3,485,3071298,3030730032,Bushwick South
Brooklyn,3073,33,258 JOHNSON AVENUE,11206,170100,F5,4,2017,Nonfiler,1001444,196889,40.707075,-73.937984,301,3,485,3071299,3030730033,Bushwick South
Brooklyn,3073,34,260 JOHNSON AVENUE,11206,188550,F4,4,2017,Nonfiler,1001460,196891,40.707081,-73.937926,301,3,485,3071300,3030730034,Bushwick South
Brooklyn,3073,84,251 BOERUM STREET,11206,123750,E1,4,2017,Nonfiler,1001531,196644,40.706403,-73.937671,301,3,485,3000000,3030730084,Bushwick South
Brooklyn,3073,90,239 BOERUM STREET,11206,70200,G1,4,2017,Nonfiler,1001435,196632,40.70637,-73.938017,301,3,485,3071309,3030730090,Bushwick South
Brooklyn,3074,1,316 JOHNSON AVENUE,11206,715050,F4,4,2017,Nonfiler,1002106,196973,40.707304,-73.935596,301,3,485,3071313,3030740001,Bushwick South
Brooklyn,3074,10,328 JOHNSON AVENUE,11206,251100,E1,4,2017,Nonfiler,1002202,196986,40.70734,-73.93525,301,3,485,3071314,3030740010,Bushwick South
Brooklyn,3074,23,360 JOHNSON AVENUE,11206,740650,H9,4,2017,Nonfiler,1002458,197021,40.707435,-73.934326,301,3,485,3325878,3030740023,Bushwick South
Brooklyn,3075,1,92 BOGART STREET,11206,664200,E1,4,2017,Nonfiler,1002648,196710,40.706581,-73.933642,301,3,453,3071392,3030840001,Bushwick North
Brooklyn,3075,23,101 MORGAN AVENUE,11237,156668,K4,4,2017,Nonfiler,1003052,196986,40.707338,-73.932184,301,3,453,3000000,3030750023,Bushwick North
Brooklyn,3075,33,17 INGRAHAM STREET,11206,358650,E9,4,2017,Nonfiler,1002829,196832,40.706916,-73.932989,301,3,453,3400469,3030750033,Bushwick North
Brooklyn,3075,35,11 INGRAHAM STREET,11206,87525,G7,4,2017,Nonfiler,1002779,196822,40.706889,-73.933169,301,3,453,3000000,3030750035,Bushwick North
Brooklyn,3076,118,BOERUM STREET,11206,311080,G7,4,2017,Nonfiler,,,,,,,,,,
Brooklyn,3079,6,94 MANHATTAN AVENUE,11206,130950,I5,4,2017,Nonfiler,999599,196321,40.70552,-73.94464,301,3,505,3071335,3030790006,East Williamsburg
Brooklyn,3079,7,96 MANHATTAN AVENUE,11206,77400,I5,4,2017,Nonfiler,999596,196342,40.705577,-73.944651,301,3,505,3071336,3030790007,East Williamsburg
Brooklyn,3082,2,315 BUSHWICK AVENUE,11206,59077,S9,2A,2017,Nonfiler,1001031,196336,40.705558,-73.939475,301,3,485,3071365,3030820002,Bushwick South
Brooklyn,3082,59,279 MC KIBBIN STREET,11206,760500,E9,4,2017,Nonfiler,1001741,196405,40.705746,-73.936914,301,3,485,3388647,3030820059,Bushwick South
Brooklyn,3088,12,116 MC KIBBIN STREET,11206,103500,G1,4,2017,Nonfiler,999895,196170,40.705105,-73.943573,301,3,491,3071397,3030880012,East Williamsburg
Brooklyn,3088,23,97 SEIGEL STREET,11206,189900,K2,4,2017,Nonfiler,1000021,195930,40.704446,-73.943119,301,3,491,3071404,3030880023,East Williamsburg
Brooklyn,3089,6,108 GRAHAM AVENUE,11206,220050,K4,4,2017,Nonfiler,1000112,196092,40.70489,-73.94279,301,3,493,3071413,3030890006,Bushwick South
Brooklyn,3093,28,23 GRATTAN STREET,11206,227700,F5,4,2017,Nonfiler,1003008,196338,40.70556,-73.932345,301,3,453,3071434,3030930028,Bushwick North
Brooklyn,3093,29,21 GRATTAN STREET,11206,177750,F5,4,2017,Nonfiler,1002989,196334,40.705549,-73.932413,301,3,453,3071435,3030930029,Bushwick North
Brooklyn,3096,17,90 SEIGEL STREET,11206,272250,O7,4,2017,Nonfiler,1000004,195921,40.704421,-73.94318,301,3,491,3071442,3030960017,East Williamsburg
Brooklyn,3096,19,83 GRAHAM AVENUE,11206,402300,K4,4,2017,Nonfiler,1000130,195902,40.704369,-73.942726,301,3,491,3338425,3030960019,East Williamsburg
Brooklyn,3097,30,101 MOORE STREET,11206,140400,K1,4,2017,Nonfiler,1000429,195716,40.703857,-73.941648,301,3,491,3071463,3030970030,East Williamsburg
Brooklyn,3097,33,95 MOORE STREET,11206,164250,K4,4,2017,Nonfiler,1000370,195709,40.703838,-73.941861,301,3,491,3071466,3030970033,East Williamsburg
Brooklyn,3097,35,91 MOORE STREET,11206,106200,K1,4,2017,Nonfiler,1000331,195705,40.703827,-73.942001,301,3,491,3400501,3030970035,East Williamsburg
Brooklyn,3101,36,239 MOORE STREET,11206,52650,Z9,4,2017,Nonfiler,1002341,196019,40.704685,-73.934751,301,3,485,3000000,3031010036,Bushwick South
Brooklyn,3102,6,48 BOGART STREET,11206,83700,F5,4,2017,Nonfiler,1002763,196175,40.705113,-73.933229,301,3,453,3071487,3031020006,Bushwick North
Brooklyn,3105,24,53 GRAHAM AVENUE,11206,404550,K4,4,2017,Nonfiler,1000177,195529,40.703345,-73.942557,301,3,491,3071505,3031050024,East Williamsburg
Brooklyn,3105,25,51 GRAHAM AVENUE,11206,301500,K4,4,2017,Nonfiler,1000180,195507,40.703284,-73.942546,301,3,491,3071506,3031050025,East Williamsburg
Brooklyn,3106,7,76 GRAHAM AVENUE,11206,536400,K4,4,2017,Nonfiler,1000172,195618,40.703589,-73.942575,301,3,491,3071513,3031060007,East Williamsburg
Brooklyn,3106,10,88 MOORE STREET,11206,138600,K1,4,2017,Nonfiler,1000345,195700,40.703814,-73.941951,301,3,491,3071514,3031060010,East Williamsburg
Brooklyn,3106,29,101 VARET STREET,11206,227250,E9,4,2017,Nonfiler,1000506,195467,40.703174,-73.941371,301,3,491,3071522,3031060029,East Williamsburg
Brooklyn,3106,34,89 VARET STREET,11206,187200,K1,4,2017,Nonfiler,1000395,195452,40.703133,-73.941771,301,3,491,3071526,3031060034,East Williamsburg
Brooklyn,3109,7,379 BUSHWICK AVENUE,11206,47829,S9,2A,2017,Nonfiler,1001363,195707,40.703831,-73.938279,301,3,485,3071532,3031090007,Bushwick South
Brooklyn,3109,11,172 MOORE STREET,11206,68400,G7,4,2017,Nonfiler,1001543,195810,40.704113,-73.93763,301,3,485,3000000,3031090011,Bushwick South
Brooklyn,3109,59,201 VARET STREET,11206,86400,G7,4,2017,Nonfiler,1001901,195637,40.703638,-73.936339,301,3,485,3000000,3031090059,Bushwick South
Brooklyn,3110,10,260 MOORE STREET,11206,2661300,D5,2,2017,Nonfiler,1002578,196072,40.70483,-73.933896,301,3,485,3071543,3031100010,Bushwick South
Brooklyn,3110,28,249 VARET STREET,11206,3222450,H4,4,2017,Nonfiler,1002500,195792,40.704062,-73.934178,301,3,485,3325981,3031100028,Bushwick South
Brooklyn,3118,29,229 COOK STREET,11206,135450,F5,4,2017,Nonfiler,1002654,195562,40.70343,-73.933623,301,3,485,3071590,3031180029,Bushwick South
Brooklyn,3118,30,225 COOK STREET,11206,625500,F4,4,2017,Nonfiler,1002617,195553,40.703406,-73.933757,301,3,485,3071591,3031180030,Bushwick South
Brooklyn,3118,32,COOK STREET,0,86850,G7,4,2017,Nonfiler,,,,,,,,,,
Brooklyn,3119,11,677 BROADWAY,11206,163350,K4,4,2017,Nonfiler,999785,195022,40.701954,-73.943972,301,3,491,3071600,3031190011,East Williamsburg
Brooklyn,3119,27,15 GRAHAM AVENUE,11206,887400,K1,4,2017,Nonfiler,1000250,194945,40.701742,-73.942295,301,3,491,3071604,3031190027,East Williamsburg
Brooklyn,3123,1,453 BUSHWICK AVENUE,11206,44093,K1,4,2017,Nonfiler,1001715,195046,40.702016,-73.937011,301,3,485,3000000,3031230001,Bushwick South
Brooklyn,3124,15,989 FLUSHING AVENUE,11206,50629,S9,2A,2017,Nonfiler,1002827,195428,40.703062,-73.933,301,3,485,3071640,3031240015,Bushwick South
Brooklyn,3133,3,829 BROADWAY,11206,322650,K1,4,2017,Nonfiler,1001093,194033,40.699237,-73.939257,304,3,389,3071704,3031330003,Bushwick South
Brooklyn,3133,27,31 BEAVER STREET,11206,133200,E1,4,2017,Nonfiler,1001386,194496,40.700507,-73.938199,304,3,389,3071714,3031330027,Bushwick South
Brooklyn,3133,45,15 PARK STREET,11206,41850,G7,4,2017,Nonfiler,1001311,194127,40.699494,-73.938471,304,3,389,3071731,3031330045,Bushwick South
Brooklyn,3133,46,13 PARK STREET,11206,41850,G7,4,2017,Nonfiler,1001300,194113,40.699456,-73.93851,304,3,389,3071732,3031330046,Bushwick South
Brooklyn,3134,21,40 PARK STREET,11206,435600,F5,4,2017,Nonfiler,1001431,194280,40.699914,-73.938038,304,3,389,3071746,3031340021,Bushwick South
Brooklyn,3135,27,81 BEAVER STREET,11206,807300,D2,2,2017,Nonfiler,1001887,194130,40.699501,-73.936393,304,3,389,3071774,3031350027,Bushwick South
Brooklyn,3136,10,12 BELVEDERE STREET,11206,67523,C7,2B,2017,Nonfiler,1001712,193784,40.698552,-73.937025,304,3,389,3071787,3031360010,Bushwick South
Brooklyn,3136,48,9 ARION PLACE,11206,58050,G7,4,2017,Nonfiler,1001879,193644,40.698168,-73.936424,304,3,389,3350239,3031360048,Bushwick South
Brooklyn,3137,1004,86 BEAVER STREET  #C4,11206,442881,RB,4,2017,Nonfiler,1001774,194221,40.699751,-73.936801,304,3,389,3393923,3031377501,Bushwick South
Brooklyn,3137,1005,86 BEAVER STREET  #C5,11206,64719,RB,4,2017,Nonfiler,1001774,194221,40.699751,-73.936801,304,3,389,3393923,3031377501,Bushwick South
Brooklyn,3138,25,854 FLUSHING AVENUE,11206,261000,K4,4,2017,Nonfiler,1001518,194933,40.701706,-73.937722,304,3,389,3071817,3031380025,Bushwick South
Brooklyn,3138,27,858 FLUSHING AVENUE,11206,101700,K4,4,2017,Nonfiler,1001555,194946,40.701742,-73.937589,304,3,389,3071819,3031380027,Bushwick South
Brooklyn,3139,5,459 BUSHWICK AVENUE,11206,60333,S9,2B,2017,Nonfiler,1001742,194960,40.70178,-73.936914,304,3,391,3071828,3031390005,Bushwick South
Brooklyn,3139,8,882 FLUSHING AVENUE,11206,69300,O7,4,2017,Nonfiler,1001853,195047,40.702019,-73.936514,304,3,391,3071830,3031390008,Bushwick South
Brooklyn,3139,31,21 MONTIETH STREET,11206,45450,G7,4,2017,Nonfiler,1001946,194844,40.701461,-73.936179,304,3,391,3071837,3031390031,Bushwick South
